bits,codes,action_agreement,mean_regret,q_distortion,reconstruction_error,method
1,2,1.0,0.0,0.0,0.3292679498778449,q_memory
1,2,0.49933333333333335,1.0013333333333334,1.0000358277199428,0.32877896387456684,reconstruction
1,2,0.4806666666666667,1.0386666666666666,1.000870709382151,0.32796552739026524,sliding_window
2,2,1.0,0.0,0.0,0.3292679498778449,q_memory
2,4,0.5053333333333333,0.9893333333333333,1.0000861446766918,0.3280538212284314,reconstruction
2,4,0.4766666666666667,1.0466666666666666,1.000400541334323,0.32866809470427955,sliding_window
3,2,1.0,0.0,0.0,0.3292679498778449,q_memory
3,8,0.49733333333333335,1.0053333333333334,1.0009697193912832,0.32664139036222184,reconstruction
3,8,0.49266666666666664,1.0146666666666666,1.001667218970299,0.32936334179188437,sliding_window
4,2,1.0,0.0,0.0,0.3292679498778449,q_memory
4,16,0.494,1.012,1.001810329888557,0.32112173946063244,reconstruction
4,16,0.5006666666666667,0.9986666666666667,1.0002680133854824,0.3289069320064034,sliding_window
5,2,1.0,0.0,0.0,0.3292679498778449,q_memory
5,32,0.488,1.024,1.0017586870431638,0.3154801267483786,reconstruction
5,32,0.5186666666666667,0.9626666666666667,0.9953434413278354,0.32907917817784227,sliding_window
6,2,1.0,0.0,0.0,0.3292679498778449,q_memory
6,64,0.494,1.012,1.002259447728718,0.30680779225688676,reconstruction
6,64,0.49933333333333335,1.0013333333333334,1.000817111524651,0.3301699331909975,sliding_window
7,2,1.0,0.0,0.0,0.3292679498778449,q_memory
7,128,0.49533333333333335,1.0093333333333334,1.0018948075896952,0.2989463799499283,reconstruction
7,128,0.496,1.008,0.9965982294329047,0.3319640840503422,sliding_window
8,2,1.0,0.0,0.0,0.3292679498778449,q_memory
8,256,0.4866666666666667,1.0266666666666666,1.0104030343019361,0.2910599985259186,reconstruction
8,256,0.5333333333333333,0.9333333333333333,0.9846596596718268,0.3355128315685904,sliding_window
